TaxID	Chromosomes/RefSeq	Status
1410697	-	Scaffold
1410699	-	Scaffold
1410700	-	Scaffold
1410703	-	Scaffold
1410704	-	Scaffold
1410705	-	Scaffold
1410706	-	Scaffold
1410708	-	Scaffold
1410709	-	Scaffold
1410710	-	Scaffold
1410711	-	Scaffold
1410712	-	Scaffold
1410713	-	Scaffold
1410714	-	Scaffold
1410715	-	Scaffold
1410716	-	Scaffold
1410717	-	Scaffold
1410719	-	Scaffold
1410720	-	Scaffold
1410721	-	Scaffold
1410723	-	Scaffold
1410724	-	Scaffold
1410725	-	Scaffold
1410726	-	Scaffold
1410727	-	Scaffold
1410728	-	Scaffold
1410729	-	Scaffold
1410731	-	Scaffold
1410732	-	Scaffold
1410733	-	Scaffold
1410734	-	Scaffold
1410735	-	Scaffold
1410736	-	Scaffold
1410737	-	Scaffold
1410738	-	Scaffold
1410740	-	Scaffold
1410741	-	Scaffold
1410743	-	Scaffold
1410744	-	Scaffold
1410745	-	Scaffold
1410746	-	Scaffold
1410747	-	Scaffold
1410748	-	Scaffold
1410750	-	Scaffold
1410751	-	Scaffold
1410752	-	Scaffold
1410753	-	Scaffold
1410754	-	Scaffold
1410755	-	Scaffold
1410756	-	Scaffold
1410757	-	Scaffold
1410758	-	Scaffold
1410759	-	Scaffold
1410761	-	Scaffold
1410762	-	Scaffold
1410763	-	Scaffold
1410764	-	Scaffold
1410765	-	Scaffold
1410766	-	Scaffold
1410767	-	Scaffold
1410768	-	Scaffold
1410769	-	Scaffold
1410770	-	Scaffold
1410772	-	Scaffold
1410773	-	Scaffold
1410774	-	Scaffold
1410775	-	Scaffold
1410777	-	Scaffold
1410778	-	Scaffold
1410779	-	Scaffold
1410781	-	Scaffold
1410782	-	Scaffold
1410784	-	Scaffold
1410785	-	Scaffold
1410786	-	Scaffold
1410787	-	Scaffold
1410788	-	Scaffold
1410789	-	Scaffold
1410790	-	Scaffold
1410791	-	Scaffold
1410792	-	Scaffold
1410793	-	Scaffold
1410794	-	Scaffold
1410795	-	Scaffold
1410796	-	Scaffold
1410797	-	Scaffold
1410798	-	Scaffold
1410799	-	Scaffold
1410800	-	Scaffold
1410801	-	Scaffold
1410802	-	Scaffold
1410803	-	Scaffold
1410805	-	Scaffold
1410806	-	Scaffold
1410807	-	Scaffold
1410808	-	Scaffold
1410809	-	Scaffold
1410810	-	Scaffold
1410811	-	Scaffold
1410813	-	Scaffold
1410814	-	Scaffold
1410815	-	Scaffold
1410816	-	Scaffold
1410817	-	Scaffold
1410818	-	Scaffold
1410819	-	Scaffold
1410820	-	Scaffold
1410821	-	Scaffold
1410822	-	Scaffold
1410823	-	Scaffold
1410825	-	Scaffold
1410826	-	Scaffold
1410827	-	Scaffold
1410828	-	Scaffold
1410829	-	Scaffold
1410830	-	Scaffold
1410831	-	Scaffold
1410832	-	Scaffold
1410833	-	Scaffold
1410834	-	Scaffold
1410835	-	Scaffold
1410836	-	Scaffold
1410837	-	Scaffold
1410838	-	Scaffold
1410839	-	Scaffold
1410840	-	Scaffold
1410841	-	Scaffold
1410842	-	Scaffold
1410845	-	Scaffold
1410846	-	Scaffold
1410847	-	Scaffold
1410848	-	Scaffold
1410849	-	Scaffold
1410850	-	Scaffold
1410851	-	Scaffold
1410852	-	Scaffold
1410853	-	Scaffold
1410854	-	Scaffold
1410855	-	Scaffold
1410856	-	Scaffold
1410857	-	Scaffold
1410858	-	Scaffold
1410860	-	Scaffold
1410861	-	Scaffold
1410862	-	Scaffold
1410863	-	Scaffold
1410865	-	Scaffold
1410866	-	Scaffold
1410867	-	Scaffold
1410868	-	Scaffold
1410869	-	Scaffold
1410870	-	Scaffold
1410871	-	Scaffold
1410872	-	Scaffold
1410874	-	Scaffold
1410875	-	Scaffold
1410876	-	Scaffold
1410879	-	Scaffold
1410880	-	Scaffold
1410882	-	Scaffold
1410885	-	Scaffold
1410886	-	Scaffold
1410887	-	Scaffold
1410891	-	Scaffold
1410892	-	Scaffold
1410893	-	Scaffold
1410894	-	Scaffold
1410898	-	Scaffold
1410902	-	Scaffold
1410903	-	Scaffold
1410905	-	Scaffold
1410906	-	Scaffold
1410907	-	Scaffold
1410908	-	Scaffold
1410911	-	Scaffold
1410912	-	Scaffold
1410913	-	Scaffold
1410914	-	Scaffold
1410915	-	Scaffold
1411510	-	Scaffold
1411511	-	Scaffold
1411512	-	Scaffold
1411513	-	Scaffold
1411514	-	Scaffold
1411516	-	Scaffold
1411517	-	Scaffold
1411518	-	Scaffold
1411519	-	Scaffold
1411520	-	Scaffold
1411521	-	Scaffold
1411522	-	Scaffold
1411523	-	Scaffold
1411524	-	Scaffold
1411525	-	Scaffold
1411526	-	Scaffold
1411527	-	Scaffold
1411528	-	Scaffold
1411529	-	Scaffold
1411531	-	Scaffold
1411532	-	Scaffold
1411533	-	Scaffold
1411534	-	Scaffold
1411535	-	Scaffold
1411536	-	Scaffold
1411537	-	Scaffold
1411538	-	Scaffold
1411539	-	Scaffold
1411540	-	Scaffold
1411541	-	Scaffold
1411542	-	Scaffold
1411543	-	Scaffold
1411544	-	Scaffold
1411545	-	Scaffold
1411546	-	Scaffold
1411547	-	Scaffold
1411548	-	Scaffold
1411550	-	Scaffold
1411551	-	Scaffold
1411552	-	Scaffold
1411553	-	Scaffold
1411554	-	Scaffold
1411555	-	Scaffold
1411556	-	Scaffold
1411557	-	Scaffold
1411558	-	Scaffold
1411560	-	Scaffold
1411561	-	Scaffold
1411562	-	Scaffold
1411563	-	Scaffold
1411564	-	Scaffold
1411565	-	Scaffold
1411566	-	Scaffold
1411567	-	Scaffold
1411568	-	Scaffold
1411569	-	Scaffold
1411570	-	Scaffold
1411571	-	Scaffold
1411572	-	Scaffold
1411573	-	Scaffold
1411574	-	Scaffold
1411575	-	Scaffold
1411576	-	Scaffold
1411577	-	Scaffold
1411578	-	Scaffold
1411579	-	Scaffold
1411580	-	Scaffold
1411581	-	Scaffold
1411582	-	Scaffold
1411583	-	Scaffold
1411584	-	Scaffold
1411585	-	Scaffold
1411586	-	Scaffold
1411587	-	Scaffold
1411588	-	Scaffold
1411589	-	Scaffold
1411590	-	Scaffold
1411591	-	Scaffold
1411592	-	Scaffold
1411593	-	Scaffold
1411594	-	Scaffold
1411595	-	Scaffold
1411596	-	Scaffold
1411598	-	Scaffold
1411599	-	Scaffold
1411600	-	Scaffold
1411601	-	Scaffold
1411602	-	Scaffold
1411603	-	Scaffold
1411604	-	Scaffold
1410883	-	Scaffold
1412811	-	Scaffold
1412810	-	Scaffold
1412809	-	Scaffold
1412805	-	Scaffold
1412804	-	Scaffold
1412803	-	Scaffold
1412802	-	Scaffold
1412801	-	Scaffold
1412800	-	Scaffold
1412797	-	Scaffold
1412796	-	Scaffold
1412795	-	Scaffold
1412794	-	Scaffold
1412792	-	Scaffold
1412791	-	Scaffold
1412789	-	Scaffold
1412787	-	Scaffold
1412786	-	Scaffold
1412784	-	Scaffold
1412783	-	Scaffold
1412782	-	Scaffold
1412781	-	Scaffold
1412780	-	Scaffold
1412779	-	Scaffold
1412778	-	Scaffold
1412777	-	Scaffold
1412775	-	Scaffold
1412774	-	Scaffold
1412773	-	Scaffold
1412772	-	Scaffold
1412771	-	Scaffold
1412770	-	Scaffold
1412768	-	Scaffold
1412767	-	Scaffold
1412766	-	Scaffold
1412765	-	Scaffold
1412764	-	Scaffold
1412763	-	Scaffold
1412762	-	Scaffold
1412760	-	Scaffold
1412758	-	Scaffold
1412757	-	Scaffold
1412755	-	Scaffold
1412754	-	Scaffold
1412753	-	Scaffold
1412751	-	Scaffold
1412750	-	Scaffold
1412749	-	Scaffold
1412745	-	Scaffold
1412741	-	Scaffold
1412740	-	Scaffold
1412739	-	Scaffold
1412738	-	Scaffold
1412737	-	Scaffold
1412736	-	Scaffold
1412732	-	Scaffold
1412724	-	Scaffold
1412723	-	Scaffold
1412722	-	Scaffold
1412721	-	Scaffold
1412720	-	Scaffold
1412719	-	Scaffold
1412718	-	Scaffold
1412716	-	Scaffold
1412711	-	Scaffold
1412710	-	Scaffold
1412708	-	Scaffold
1412707	-	Scaffold
1412705	-	Scaffold
1412703	-	Scaffold
1412702	-	Scaffold
1412701	-	Scaffold
1412700	-	Scaffold
1412699	-	Scaffold
1412698	-	Scaffold
1412696	-	Scaffold
1412695	-	Scaffold
1412694	-	Scaffold
1412692	-	Scaffold
1412691	-	Scaffold
1412690	-	Scaffold
1412689	-	Scaffold
1412688	-	Scaffold
1412687	-	Scaffold
1412686	-	Scaffold
1412685	-	Scaffold
1412684	-	Scaffold
1412683	-	Scaffold
1412681	-	Scaffold
1412680	-	Scaffold
1412679	-	Scaffold
1412678	-	Scaffold
1412677	-	Scaffold
1412676	-	Scaffold
1412675	-	Scaffold
1412674	-	Scaffold
1412672	-	Scaffold
1412670	-	Scaffold
1412669	-	Scaffold
1412668	-	Scaffold
1412666	-	Scaffold
1412665	-	Scaffold
1412664	-	Scaffold
1412663	-	Scaffold
1412662	-	Scaffold
1412661	-	Scaffold
1412660	-	Scaffold
1412659	-	Scaffold
1412658	-	Scaffold
1412656	-	Scaffold
1412655	-	Scaffold
1412653	-	Scaffold
1412651	-	Scaffold
1412650	-	Scaffold
1412649	-	Scaffold
1412648	-	Scaffold
1412647	-	Scaffold
1412646	-	Scaffold
1412645	-	Scaffold
1412644	-	Scaffold
1412643	-	Scaffold
1412642	-	Scaffold
1412641	-	Scaffold
1412638	-	Scaffold
1412637	-	Scaffold
1412636	-	Scaffold
1412635	-	Scaffold
1412634	-	Scaffold
1412633	-	Scaffold
1412631	-	Scaffold
1412630	-	Scaffold
1412629	-	Scaffold
1412626	-	Scaffold
1412624	-	Scaffold
1412623	-	Scaffold
1412622	-	Scaffold
1412621	-	Scaffold
1409726	-	Scaffold
1409724	-	Scaffold
1409709	-	Scaffold
1409707	-	Scaffold
1409706	-	Scaffold
1409687	-	Scaffold
1409685	-	Scaffold
1409681	-	Scaffold
1409673	-	Scaffold
1409669	-	Scaffold
1409666	-	Scaffold
1409639	-	Scaffold
1409634	-	Scaffold
1409622	-	Scaffold
1409621	-	Scaffold
1409620	-	Scaffold
1409613	-	Scaffold
1409575	-	Scaffold
1409565	-	Scaffold
1409551	-	Scaffold
1409550	-	Scaffold
1409544	-	Scaffold
1409541	-	Scaffold
1409540	-	Scaffold
1409524	-	Scaffold
1409523	-	Scaffold
1409521	-	Scaffold
1409519	-	Scaffold
1409517	-	Scaffold
1409512	-	Scaffold
1409509	-	Scaffold
1409508	-	Scaffold
1409507	-	Scaffold
1409505	-	Scaffold
1409426	-	Scaffold
1409420	-	Scaffold
1409411	-	Scaffold
1409526	-	Scaffold
1402814	-	Scaffold
1402813	-	Scaffold
1402812	-	Scaffold
1402811	-	Scaffold
1402809	-	Scaffold
1402808	-	Scaffold
1402807	-	Scaffold
1402806	-	Scaffold
1402805	-	Scaffold
1402804	-	Scaffold
1402803	-	Scaffold
1402802	-	Scaffold
1402801	-	Scaffold
1402800	-	Scaffold
1402799	-	Scaffold
1402797	-	Scaffold
1402796	-	Scaffold
1402795	-	Scaffold
1402794	-	Scaffold
1402793	-	Scaffold
1402792	-	Scaffold
1402790	-	Scaffold
1402789	-	Scaffold
1402788	-	Scaffold
1402787	-	Scaffold
1402786	-	Scaffold
1402783	-	Scaffold
1402782	-	Scaffold
1402781	-	Scaffold
1402780	-	Scaffold
1402777	-	Scaffold
1402776	-	Scaffold
1402775	-	Scaffold
1402774	-	Scaffold
1402772	-	Scaffold
1402771	-	Scaffold
1402770	-	Scaffold
1402768	-	Scaffold
1402767	-	Scaffold
1402766	-	Scaffold
1402765	-	Scaffold
1402764	-	Scaffold
1402763	-	Scaffold
1402762	-	Scaffold
1402761	-	Scaffold
1402760	-	Scaffold
1402759	-	Scaffold
1402758	-	Scaffold
1402757	-	Scaffold
1402755	-	Scaffold
1402754	-	Scaffold
1402753	-	Scaffold
1402752	-	Scaffold
1402751	-	Scaffold
1402749	-	Scaffold
1402748	-	Scaffold
1402747	-	Scaffold
1402745	-	Scaffold
1402744	-	Scaffold
1402743	-	Scaffold
1402742	-	Scaffold
1402741	-	Scaffold
1402740	-	Scaffold
1402736	-	Scaffold
1402735	-	Scaffold
1402734	-	Scaffold
1402733	-	Scaffold
1402732	-	Scaffold
1402731	-	Scaffold
1402730	-	Scaffold
1402729	-	Scaffold
1402728	-	Scaffold
1402727	-	Scaffold
1402726	-	Scaffold
1402724	-	Scaffold
1402723	-	Scaffold
1402722	-	Scaffold
1402721	-	Scaffold
1402720	-	Scaffold
1402719	-	Scaffold
1402718	-	Scaffold
1402717	-	Scaffold
1402716	-	Scaffold
1402714	-	Scaffold
1402713	-	Scaffold
1402712	-	Scaffold
1402711	-	Scaffold
1402709	-	Scaffold
1402708	-	Scaffold
1402706	-	Scaffold
1402705	-	Scaffold
1402704	-	Scaffold
1402702	-	Scaffold
1402700	-	Scaffold
1402697	-	Scaffold
1402696	-	Scaffold
1402695	-	Scaffold
1402691	-	Scaffold
1402690	-	Scaffold
1402689	-	Scaffold
1402683	-	Scaffold
1402682	-	Scaffold
1402681	-	Scaffold
1402680	-	Scaffold
1402679	-	Scaffold
1402678	-	Scaffold
1402677	-	Scaffold
1402676	-	Scaffold
1402674	-	Scaffold
1402672	-	Scaffold
1402671	-	Scaffold
1402670	-	Scaffold
1402668	-	Scaffold
1402665	-	Scaffold
1402664	-	Scaffold
1402663	-	Scaffold
1402661	-	Scaffold
1402660	-	Scaffold
1402659	-	Scaffold
1402658	-	Scaffold
1402656	-	Scaffold
1402654	-	Scaffold
1402653	-	Scaffold
1402652	-	Scaffold
1402651	-	Scaffold
1402650	-	Scaffold
1402649	-	Scaffold
1402646	-	Scaffold
1402644	-	Scaffold
1402643	-	Scaffold
1402642	-	Scaffold
1402641	-	Scaffold
1402639	-	Scaffold
1402637	-	Scaffold
1402636	-	Scaffold
1402635	-	Scaffold
1402634	-	Scaffold
1402633	-	Scaffold
1402630	-	Scaffold
1402629	-	Scaffold
1402627	-	Scaffold
1402626	-	Scaffold
1402625	-	Scaffold
1410694	-	Scaffold
1410760	-	Scaffold
1410780	-	Scaffold
1410783	-	Scaffold
1410843	-	Scaffold
1410844	-	Scaffold
1410873	-	Scaffold
1410881	-	Scaffold
1410884	-	Scaffold
1410888	-	Scaffold
1410889	-	Scaffold
1410895	-	Scaffold
1410896	-	Scaffold
1410899	-	Scaffold
1410900	-	Scaffold
1410901	-	Scaffold
1410904	-	Scaffold
1410909	-	Scaffold
1410910	-	Scaffold
1412725	-	Scaffold
1412726	-	Scaffold
1412727	-	Scaffold
1412729	-	Scaffold
1412730	-	Scaffold
1412733	-	Scaffold
1412734	-	Scaffold
1412735	-	Scaffold
1412742	-	Scaffold
1412743	-	Scaffold
1412744	-	Scaffold
1412759	-	Scaffold
1412788	-	Scaffold
1412793	-	Scaffold
1412798	-	Scaffold
1412806	-	Scaffold
1412812	-	Scaffold
1417032	-	Scaffold
1417033	-	Scaffold
1417034	-	Scaffold
1417038	-	Scaffold
1417039	-	Scaffold
1417041	-	Scaffold
1417042	-	Scaffold
1417043	-	Scaffold
1417044	-	Scaffold
1417045	-	Scaffold
1417049	-	Scaffold
1417052	-	Scaffold
1417054	-	Scaffold
1417055	-	Scaffold
1417057	-	Scaffold
1417058	-	Scaffold
1417059	-	Scaffold
1417063	-	Scaffold
1417065	-	Scaffold
1417069	-	Scaffold
1417071	-	Scaffold
1417072	-	Scaffold
1417075	-	Scaffold
1417076	-	Scaffold
1417078	-	Scaffold
1417079	-	Scaffold
1417080	-	Scaffold
1417081	-	Scaffold
1417082	-	Scaffold
1417085	-	Scaffold
1417086	-	Scaffold
1417087	-	Scaffold
1417089	-	Scaffold
1417091	-	Scaffold
1417093	-	Scaffold
1417095	-	Scaffold
1417097	-	Scaffold
1417098	-	Scaffold
1417099	-	Scaffold
1417100	-	Scaffold
1417101	-	Scaffold
1417103	-	Scaffold
1417104	-	Scaffold
1417105	-	Scaffold
1417106	-	Scaffold
1417107	-	Scaffold
1417108	-	Scaffold
1417109	-	Scaffold
1417110	-	Scaffold
1417111	-	Scaffold
1417113	-	Scaffold
1417114	-	Scaffold
1417115	-	Scaffold
1417116	-	Scaffold
1417119	-	Scaffold
1417120	-	Scaffold
1417121	-	Scaffold
1417122	-	Scaffold
1417123	-	Scaffold
1417124	-	Scaffold
1417126	-	Scaffold
1417127	-	Scaffold
1417132	-	Scaffold
1417133	-	Scaffold
1417138	-	Scaffold
1417142	-	Scaffold
1417144	-	Scaffold
1417145	-	Scaffold
1417146	-	Scaffold
1417148	-	Scaffold
1417151	-	Scaffold
1417152	-	Scaffold
1417153	-	Scaffold
1417155	-	Scaffold
1417157	-	Scaffold
1417161	-	Scaffold
1417162	-	Scaffold
1417163	-	Scaffold
1417164	-	Scaffold
1417166	-	Scaffold
1417170	-	Scaffold
1417175	-	Scaffold
1417176	-	Scaffold
1417177	-	Scaffold
1417179	-	Scaffold
1417180	-	Scaffold
1417181	-	Scaffold
1417182	-	Scaffold
1417183	-	Scaffold
1417184	-	Scaffold
1417187	-	Scaffold
1417188	-	Scaffold
1417191	-	Scaffold
1417194	-	Scaffold
1417195	-	Scaffold
1417197	-	Scaffold
1417200	-	Scaffold
1417205	-	Scaffold
1417208	-	Scaffold
1417210	-	Scaffold
1417211	-	Scaffold
1417213	-	Scaffold
1417214	-	Scaffold
1417215	-	Scaffold
1417216	-	Scaffold
1417219	-	Scaffold
1417220	-	Scaffold
1417222	-	Scaffold
1460424	-	Scaffold
1422360	-	Scaffold
1422324	-	Scaffold
1422321	-	Scaffold
1421916	-	Scaffold
1421915	-	Scaffold
1421914	-	Scaffold
1421910	-	Scaffold
1421909	-	Scaffold
1421907	-	Scaffold
1421905	-	Scaffold
1421904	-	Scaffold
1421903	-	Scaffold
1421902	-	Scaffold
1421901	-	Scaffold
1421900	-	Scaffold
1421898	-	Scaffold
1421897	-	Scaffold
1421894	-	Scaffold
1421893	-	Scaffold
1421892	-	Scaffold
1421889	-	Scaffold
1421887	-	Scaffold
1421882	-	Scaffold
1421881	-	Scaffold
1421880	-	Scaffold
1421879	-	Scaffold
1421877	-	Scaffold
1421876	-	Scaffold
1421875	-	Scaffold
1421874	-	Scaffold
1421873	-	Scaffold
1421872	-	Scaffold
1421871	-	Scaffold
1421870	-	Scaffold
1421869	-	Scaffold
1421867	-	Scaffold
1421866	-	Scaffold
1421862	-	Scaffold
1421860	-	Scaffold
1421858	-	Scaffold
1421857	-	Scaffold
1421856	-	Scaffold
1421855	-	Scaffold
1421854	-	Scaffold
1421853	-	Scaffold
1421849	-	Scaffold
1421847	-	Scaffold
1421846	-	Scaffold
1421842	-	Scaffold
1421841	-	Scaffold
1421838	-	Scaffold
1421837	-	Scaffold
1421835	-	Scaffold
1421834	-	Scaffold
1421833	-	Scaffold
1421832	-	Scaffold
1421831	-	Scaffold
1421830	-	Scaffold
1421829	-	Scaffold
1417037	-	Scaffold
1417060	-	Scaffold
1417061	-	Scaffold
1417062	-	Scaffold
1417074	-	Scaffold
1417128	-	Scaffold
1417129	-	Scaffold
1417135	-	Scaffold
1417140	-	Scaffold
1417173	-	Scaffold
1417189	-	Scaffold
1417199	-	Scaffold
1417204	-	Scaffold
1417221	-	Scaffold
1418282	-	Scaffold
1418284	-	Scaffold
1418285	-	Scaffold
1418286	-	Scaffold
1418287	-	Scaffold
1418288	-	Scaffold
1418289	-	Scaffold
1418292	-	Scaffold
1418293	-	Scaffold
1418296	-	Scaffold
1418297	-	Scaffold
1418299	-	Scaffold
1418300	-	Scaffold
1418304	-	Scaffold
1418305	-	Scaffold
1418306	-	Scaffold
1418307	-	Scaffold
1418309	-	Scaffold
1418312	-	Scaffold
1418313	-	Scaffold
1418314	-	Scaffold
1418315	-	Scaffold
1418316	-	Scaffold
1418317	-	Scaffold
1418318	-	Scaffold
1418319	-	Scaffold
1418321	-	Scaffold
1418322	-	Scaffold
1418323	-	Scaffold
1418324	-	Scaffold
1418326	-	Scaffold
1418327	-	Scaffold
1418329	-	Scaffold
1418330	-	Scaffold
1418332	-	Scaffold
1418333	-	Scaffold
1418335	-	Scaffold
1418336	-	Scaffold
1418337	-	Scaffold
1418338	-	Scaffold
1418340	-	Scaffold
1418341	-	Scaffold
1418343	-	Scaffold
1418344	-	Scaffold
1418345	-	Scaffold
1418346	-	Scaffold
1418347	-	Scaffold
1418348	-	Scaffold
1418349	-	Scaffold
1418350	-	Scaffold
1418351	-	Scaffold
1418352	-	Scaffold
1418353	-	Scaffold
1418354	-	Scaffold
1418355	-	Scaffold
1418356	-	Scaffold
1418358	-	Scaffold
1418359	-	Scaffold
1418360	-	Scaffold
1418362	-	Scaffold
1418364	-	Scaffold
1418366	-	Scaffold
1418367	-	Scaffold
1418368	-	Scaffold
1418369	-	Scaffold
1418371	-	Scaffold
1418372	-	Scaffold
1418373	-	Scaffold
1418374	-	Scaffold
1418375	-	Scaffold
1418376	-	Scaffold
1418377	-	Scaffold
1418380	-	Scaffold
1418381	-	Scaffold
1418382	-	Scaffold
1418383	-	Scaffold
1418386	-	Scaffold
1418387	-	Scaffold
1418389	-	Scaffold
1418392	-	Scaffold
1418393	-	Scaffold
1418394	-	Scaffold
1418395	-	Scaffold
1418396	-	Scaffold
1418398	-	Scaffold
1418399	-	Scaffold
1418400	-	Scaffold
1418401	-	Scaffold
1418402	-	Scaffold
1418403	-	Scaffold
1418404	-	Scaffold
1418405	-	Scaffold
1418406	-	Scaffold
1418407	-	Scaffold
1418408	-	Scaffold
1418410	-	Scaffold
1418412	-	Scaffold
1418414	-	Scaffold
1418416	-	Scaffold
1418417	-	Scaffold
1418418	-	Scaffold
1418420	-	Scaffold
1418421	-	Scaffold
1418422	-	Scaffold
1418423	-	Scaffold
1418424	-	Scaffold
1418427	-	Scaffold
1418428	-	Scaffold
1418429	-	Scaffold
1418430	-	Scaffold
1418431	-	Scaffold
1418432	-	Scaffold
1418434	-	Scaffold
1418435	-	Scaffold
1418436	-	Scaffold
1418437	-	Scaffold
1418439	-	Scaffold
1418442	-	Scaffold
1418443	-	Scaffold
1418444	-	Scaffold
1422120	-	Scaffold
1422121	-	Scaffold
1422122	-	Scaffold
1422123	-	Scaffold
1422124	-	Scaffold
1422125	-	Scaffold
1422126	-	Scaffold
1422127	-	Scaffold
1422128	-	Scaffold
1422129	-	Scaffold
1422130	-	Scaffold
1422131	-	Scaffold
1422132	-	Scaffold
1422133	-	Scaffold
1422134	-	Scaffold
1422135	-	Scaffold
1422136	-	Scaffold
1422137	-	Scaffold
1422138	-	Scaffold
1422139	-	Scaffold
1422140	-	Scaffold
1422141	-	Scaffold
1422142	-	Scaffold
1422143	-	Scaffold
1422144	-	Scaffold
1422145	-	Scaffold
1422146	-	Scaffold
1422147	-	Scaffold
1422148	-	Scaffold
1422149	-	Scaffold
1422150	-	Scaffold
1422151	-	Scaffold
1422152	-	Scaffold
1422153	-	Scaffold
1422154	-	Scaffold
1422155	-	Scaffold
1422156	-	Scaffold
1422157	-	Scaffold
1422158	-	Scaffold
1422159	-	Scaffold
1422160	-	Scaffold
1422161	-	Scaffold
1422162	-	Scaffold
1422164	-	Scaffold
1422165	-	Scaffold
1422166	-	Scaffold
1422167	-	Scaffold
1422168	-	Scaffold
1422169	-	Scaffold
1422170	-	Scaffold
1422171	-	Scaffold
1422172	-	Scaffold
1422173	-	Scaffold
1422174	-	Scaffold
1422175	-	Scaffold
1422176	-	Scaffold
1422177	-	Scaffold
1422178	-	Scaffold
1422179	-	Scaffold
1422180	-	Scaffold
1422181	-	Scaffold
1422182	-	Scaffold
1422183	-	Scaffold
1422184	-	Scaffold
1422185	-	Scaffold
1422186	-	Scaffold
1422187	-	Scaffold
1422188	-	Scaffold
1422189	-	Scaffold
1422190	-	Scaffold
1422191	-	Scaffold
1422192	-	Scaffold
1422193	-	Scaffold
1422195	-	Scaffold
1422196	-	Scaffold
1422197	-	Scaffold
1422198	-	Scaffold
1422199	-	Scaffold
1422200	-	Scaffold
1422201	-	Scaffold
1422202	-	Scaffold
1422203	-	Scaffold
1422204	-	Scaffold
1422205	-	Scaffold
1422206	-	Scaffold
1422207	-	Scaffold
1422208	-	Scaffold
1422209	-	Scaffold
1422210	-	Scaffold
1422211	-	Scaffold
1422212	-	Scaffold
1422213	-	Scaffold
1422214	-	Scaffold
1422215	-	Scaffold
1422216	-	Scaffold
1422217	-	Scaffold
1422218	-	Scaffold
1422219	-	Scaffold
1422220	-	Scaffold
1422221	-	Scaffold
1422222	-	Scaffold
1422223	-	Scaffold
1422224	-	Scaffold
1422225	-	Scaffold
1422226	-	Scaffold
1422227	-	Scaffold
1422228	-	Scaffold
1422229	-	Scaffold
1422230	-	Scaffold
1422231	-	Scaffold
1422232	-	Scaffold
1422233	-	Scaffold
1422234	-	Scaffold
1422235	-	Scaffold
1422236	-	Scaffold
1422237	-	Scaffold
1422238	-	Scaffold
1422239	-	Scaffold
1422240	-	Scaffold
1422241	-	Scaffold
1422242	-	Scaffold
1422243	-	Scaffold
1422244	-	Scaffold
1422245	-	Scaffold
1422246	-	Scaffold
1422247	-	Scaffold
1422248	-	Scaffold
1422249	-	Scaffold
1422250	-	Scaffold
1422251	-	Scaffold
1422252	-	Scaffold
1422253	-	Scaffold
1422254	-	Scaffold
1422255	-	Scaffold
1422256	-	Scaffold
1422257	-	Scaffold
1422258	-	Scaffold
1422259	-	Scaffold
1422260	-	Scaffold
1422261	-	Scaffold
1422262	-	Scaffold
1422263	-	Scaffold
1422264	-	Scaffold
1422265	-	Scaffold
1422266	-	Scaffold
1422267	-	Scaffold
1422268	-	Scaffold
1422269	-	Scaffold
1422270	-	Scaffold
1422271	-	Scaffold
1422272	-	Scaffold
1422273	-	Scaffold
1422274	-	Scaffold
1422276	-	Scaffold
1422277	-	Scaffold
1422278	-	Scaffold
1422279	-	Scaffold
1422280	-	Scaffold
1422281	-	Scaffold
1422282	-	Scaffold
1422283	-	Scaffold
1422284	-	Scaffold
1422285	-	Scaffold
1422286	-	Scaffold
1422287	-	Scaffold
1422288	-	Scaffold
1422290	-	Scaffold
1422291	-	Scaffold
1422292	-	Scaffold
1422293	-	Scaffold
1422294	-	Scaffold
1422295	-	Scaffold
1422296	-	Scaffold
1422297	-	Scaffold
1422298	-	Scaffold
1422299	-	Scaffold
1422300	-	Scaffold
1422301	-	Scaffold
1422302	-	Scaffold
1422303	-	Scaffold
1422304	-	Scaffold
1422305	-	Scaffold
1422306	-	Scaffold
1422307	-	Scaffold
1422308	-	Scaffold
1422309	-	Scaffold
1422310	-	Scaffold
1413350	-	Scaffold
1413352	-	Scaffold
1413353	-	Scaffold
1413347	-	Scaffold
1413348	-	Scaffold
1413597	-	Scaffold
1413598	-	Scaffold
1413599	-	Scaffold
1413600	-	Scaffold
1413355	-	Scaffold
1413358	-	Scaffold
1413423	-	Scaffold
1413418	-	Scaffold
1413419	-	Scaffold
1413420	-	Scaffold
1413421	-	Scaffold
1413422	-	Scaffold
1413424	-	Scaffold
1413425	-	Scaffold
1413426	-	Scaffold
1413427	-	Scaffold
1413428	-	Scaffold
1413429	-	Scaffold
1413431	-	Scaffold
1413432	-	Scaffold
1413433	-	Scaffold
1413434	-	Scaffold
1413435	-	Scaffold
1413436	-	Scaffold
1413437	-	Scaffold
1413587	-	Scaffold
1413588	-	Scaffold
1413359	-	Scaffold
1413360	-	Scaffold
1413361	-	Scaffold
1413363	-	Scaffold
1413354	-	Scaffold
1413491	-	Scaffold
1413416	-	Scaffold
1413364	-	Scaffold
1413365	-	Scaffold
1413366	-	Scaffold
1413368	-	Scaffold
1413369	-	Scaffold
1413370	-	Scaffold
1413371	-	Scaffold
1413372	-	Scaffold
1413562	-	Scaffold
1413401	-	Scaffold
1413558	-	Scaffold
1413402	-	Scaffold
